constituency_id,constituency_name,coord_one,coord_two,region_code,country_code,electorate_id,population,elected_mp_party_name,elected_mp_party,color
W07000057,Arfon,-13,-1,WA,UKL,40492,62304,Plaid Cymru,PC,#00d4a7
W07000058,Aberconwy,-12,0,WA,UKL,45525,58941,Conservative,Con,#005af0
W07000059,Clwyd West,-11,0,WA,UKL,58644,73371,Conservative,Con,#005af0
W07000060,Vale of Clwyd,-10,0,WA,UKL,56505,72026,Labour,Lab,#dd0018
W07000061,Dwyfor Meirionnydd,-12,-1,WA,UKL,44394,61438,Plaid Cymru,PC,#00d4a7
W07000062,Clwyd South,-10,-1,WA,UKL,54996,72600,Labour,Lab,#dd0018
W07000063,Montgomeryshire,-11,-1,WA,UKL,48690,63271,Liberal Democrats,LD,#ffa331
W07000064,Ceredigion,-12,-6,WA,UKL,54242,73076,Liberal Democrats,LD,#ffa331
W07000065,Preseli Pembrokeshire,-15,-7,WA,UKL,57291,78902,Conservative,Con,#005af0
W07000066,Carmarthen West and South Pembrokeshire,-15,-8,WA,UKL,57755,77544,Conservative,Con,#005af0
W07000067,Carmarthen East and Dinefwr,-14,-7,WA,UKL,55750,71891,Plaid Cymru,PC,#00d4a7
W07000068,Brecon and Radnorshire,-9,-2,WA,UKL,54441,69244,Conservative,Con,#005af0
W07000069,Neath,-12,-7,WA,UKL,56097,73887,Labour,Lab,#dd0018
W07000070,Cynon Valley,-10,-5,WA,UKL,51422,70673,Labour,Lab,#dd0018
W07000071,Merthyr Tydfil and Rhymney,-9,-4,WA,UKL,61716,76168,Labour,Lab,#dd0018
W07000072,Blaenau Gwent,-9,-3,WA,UKL,51335,69609,Labour,Lab,#dd0018
W07000073,Bridgend,-12,-9,WA,UKL,59998,83796,Labour,Lab,#dd0018
W07000074,Ogmore,-11,-8,WA,UKL,55572,77515,Labour,Lab,#dd0018
W07000075,Pontypridd,-11,-7,WA,UKL,58940,82153,Labour,Lab,#dd0018
W07000076,Caerphilly,-10,-6,WA,UKL,63603,88129,Labour,Lab,#dd0018
W07000077,Islwyn,-9,-6,WA,UKL,55697,76451,Labour,Lab,#dd0018
W07000078,Vale of Glamorgan,-11,-9,WA,UKL,72794,100945,Conservative,Con,#005af0
W07000079,Cardiff West,-10,-8,WA,UKL,66762,93312,Labour,Lab,#dd0018
W07000080,Cardiff South and Penarth,-10,-9,WA,UKL,76006,115406,Labour,Lab,#dd0018
